Unbound,Escape Imperial custody and a dragon raid.,N/A,Main Quest,,,Helgen,
Drink with Sam,Participate in a drinking contest with Sam Guevenne.,Sam Guevenne,Daedric Quests,Sanguine,,,
A Night To Remember,"Find your lost friend, Sam, as you recover from a bad hangover.",Sam Guevenne,Daedric Quests,Sanguine,,,
Investigate Dervenin,Investigate the man wandering the streets near the Bards College.,Dervenin,Daedric Quests,Sheogorath,,,
The Mind of Madness,Gain access to and solve the mystery of the Pelagius Wing.,Dervenin,Daedric Quests,Sheogorath,,,
Waking Nightmare,Relieve the people of Dawnstar from Vaermina's curse.,Erandur,Daedric Quests,Vaermina,,,
Kyne's Sacred Trials,Participate in the trials by hunting the guardian beasts of Skyrim.,Whetted-Blade,Divine Quests,,,,
The Blessings of Nature,Restore the Gildergreen for Danica Pure-Spring in Whiterun.,Danica Pure-Spring,Divine Quests,,,,
The Book of Love,Help the Temple of Mara of Riften spread the cause of love.,Dinya Balu,Divine Quests,,,,
The Heart of Dibella,Find a new Sybil for the Temple of Dibella in Markarth.,Hamal,Divine Quests,,,,
Angarvunde,Discover the treasure of Angarvunde.,,Dungeon Quests,Angarvunde - A Nordic tomb at the foot of the mountains directly west of Riften and slightly northwest of Avanchnzel.,,Angarvunde,
Ansilvund,Kill Lu'ah Al-Skaven in Ansilvund.,,Dungeon Quests,Ansilvund Excavation - A Nordic ruin situated northeast of Shor's Stone.,,Ansilvund,
The Affairs of Hagravens,Help an imprisoned hagraven reclaim her lost tower.,Melka,Dungeon Quests,Blind Cliff Bastion - A cave southwest of Karthwasten along the banks of the Karth River containing Forsworn.,,Blind Cliff Bastion,
Repentance,Help Illia prevent her mother Silvia from transforming into a hagraven.,Illia,Dungeon Quests,Darklight Tower - A tower southwest of Riften that is nested by hagravens and their ilk.,,Darklight Tower,
Forbidden Legend,Investigate the forgotten Gauldur Legend.,,Dungeon Quests,Folgunthur - A Nordic ruin located southeast of Solitude.,,Folgunthur,
Siege on the Dragon Cult,Enter the ruins of Forelhost and recover Rahgot's mask.,Captain Valmir,Dungeon Quests,Forelhost Crypt - A ruined fortress on a peak southeast of Riften which contains a word wall for the Storm Call shout.,,Forelhost Crypt,
Frostflow Abyss,Uncover the tragic events inside Frostflow Lighthouse.,,Dungeon Quests,Frostflow Abyss - A lighthouse located west of Winterhold in the north of Skyrim.,,Frostflow Abyss,
The Pale Lady,Find out what happened in Frostmere Crypt.,,Dungeon Quests,Frostmere Crypt - A Nordic ruin south-southwest of Dawnstar and just northeast of the Lord Stone.,,Frostmere Crypt,
A Scroll For Anska,Help Anska trace her roots in High Gate Ruins.,Anska,Dungeon Quests,"High Gate Ruins - A Nordic ruin directly west of Dawnstar, and a short distance east of the Wreck of the Icerunner.",,High Gate Ruins,
Ancestral Worship,Stop a necromancer from defiling Golldir's ancestral barrow.,Golldir,Dungeon Quests,Hillgrund's Tomb - A Nordic barrow where the Hillgrund family dead are interred.,,Hillgrund's Tomb,
Coming of Age,Help a daring adventurer and her companion retrieve their riches.,Salma,Dungeon Quests,"Ironbind Barrow - A Nordic ruin which contains a word wall for the Become Ethereal shout, and the tomb of a long dead warlord.",,Ironbind Barrow,
Mistwatch,Help Christer locate his kidnapped wife Fjola.,Christer,Dungeon Quests,Mistwatch - A fort located at the northern base of the mountains on the border of the Rift and Eastmarch.,,Mistwatch,
Moss Mother Cavern,Help an injured hunter avenge his fallen companions.,Valdr,Dungeon Quests,"Moss Mother Cavern - A small, open-ceiling, cavernous grove lush with flora, located northwest of Half-Moon Mill.",,Moss Mother Cavern,
Lair's Retreat,Retrieve the Longhammer from a fallen bandit.,,Dungeon Quests,Liar's Retreat  - A small underground cellar which is located northwest of Broken Tower Redoubt and northeast of Karthwasten.,,Liar's Retreat,
Telrav's Request,Escort Telrav back to his camp in Nilheim.,Telrav,Dungeon Quests,Nilheim - A tower east-northeast of Ivarstead containing disguised bandits.,,Nilheim,
Ragnvald,Discover the secrets of Ragnvald.,Ragnvald,Dungeon Quests,Ragnvald - A Nordic ruin north of Markarth containing draugr.,,Ragnvald,
Rebel's Cairn,Find Red Eagle's sword.,Legend of Red Eagle,Dungeon Quests,Rebel's Cairn - A cave located in The Reach between the Sundered Towers and Bleakwind Bluff.,,Rebel's Cairn,
Robber's Gorge,Find the treasure of Robber's Gorge.,,Dungeon Quests,Robber's Gorge - A bandit camp spanning the road from Rorikstead to Dragon Bridge.,,Robber's Gorge,
Lifting the Shroud,Investigate the barrow outside of Ivarstead.,Wilhelm,Dungeon Quests,Shroud Hearth Barrow - An ancient Nordic ruin located just northeast of Ivarstead.,,Shroud Hearth Barrow,
The Savior of Selveni Nethri,Help a necromancer escape from Southfringe Sanctum.,Selveni Nethri,Dungeon Quests,Southfringe Sanctum - A remote snowy cave that is home to the conjurer Bashnag and his coven.,,Southfringe Sanctum,
Sleeping Tree Cave,Question Ysolda about a note found on a dead Orc.,Note on Ulags corpse.,Dungeon Quests,Sleeping Tree Cave - A giant camp where the Sleeping Tree is located. It is situated almost due west of Western Watchtower.,,Sleeping Tree Cave,
Soljund's Sinkhole,Defeat the draugr in Soljund's Sinkhole.,Perth,Dungeon Quests,Soljund's Sinkhole - A moonstone ore mine east of Sky Haven Temple.,,Soljund's Sinkhole,
Forgotten Names,"Summon the Dremora pirate, Velehk Sain.",,Dungeon Quests,The Midden - A dungeon underneath the College of Winterhold.,,The Midden,
Infiltration,Help Stalleo take back Treva's Watch.,Stalleo,Dungeon Quests,Treva's Watch - A fort situated to the southeast of Ivarstead and to the west of Riften.,,Treva's Watch,
Evil in Waiting,Seal away an ancient evil.,Valthume,Dungeon Quests,Valthume - An ancient barrow where ancient knowledge awaits and restless dead still battle. It is located southeast of Markarth.,,Valthume,
Silenced Tongues,Unlock the burial chamber of the Tongue Chieftain Kvenel.,,Dungeon Quests,"Volunruud - A tomb containing a word wall, as well as the treasure and dead body of the Tongue Chieftain Kvenel.",,Volunruud,
Yngol's Barrow,Find the treasure unlocked by the Coral Dragon Claw.,,Dungeon Quests,Yngol Barrow - A barrow northeast of Windhelm on the south bank of the White River. Due to a glitch this quest will never appear in your journal,,Yngol Barrow,
House in the City,Purchase Hjerim.,,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Blood on the Ice,Windhelm is plagued by a shadowy killer.,Windhelm Guard,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
The White Phial,Retrieve a legendary artifact to fulfill an old alchemist's wish.,Nurelion,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Repairing the Phial,Acquire the materials necessary to repair the White Phial.,Quintus Navale,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Rise in the East,Help the East Empire Company take care of some pirates.,Orthus Endario,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
A Few Words with You,Do a favor by talking to someone about a problem.,Scouts-Many-Marshes,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Delivery,Deliver Adonato's Book to Giraud.,Adonato Leotelli,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Delivery,Deliver a bottle of Nightshade Extract to Wuunferth the Unliving.,Hillevi Cruel-Sea,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Dungeon Delving,Recover Queen Freydis's Sword.,Oengul War-Anvil,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Dungeon Delving,Recover Shahvee's Amulet of Zenithar.,Shahvee,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Fight! Fight!,Prove your strength by wagering on a fist fight with another.,Rolff Stone-Fist,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Find the Thalmor Assassin,The Thalmor are after Malborn. Help him get to safety.,Malborn,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Gather Wheat,Get paid to gather wheat crops for Hlaalu Farm.,Belyn Hlaalu,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Harsh Master,Take care of a runaway crew member.,Kjar,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Kill the Bandit Leader,Do a favor by slaying a bandit leader.,Brunwulf Free-Winter,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Quest all Beggars Have,Take pity on a beggar.,Angrenor Once-Honored,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Quest all Beggars Have,Take pity on a beggar.,Silda the Unseen,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Quest all Drunks Have,Make a drunk dance for joy.,Torbjorn Shatter-Shield,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Rare Gifts,Bring one Amulet of Arkay to Torbjorn,Torbjorn Shatter-Shield,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Some Light Theft,Steal the Double-Distilled Skooma for Stands-In-Shallows,Stands-In-Shallows,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Thane of Eastmarch,Gain the title of Thane of Eastmarch.,Brunwulf Free-Winter,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
That Was Always There,Return a ring to its rightful owner.,Revyn Sadri,Region Quests,Eastmarch Quests,Windhelm,Windhelm,
Delivery,Deliver Sondas's Note to Quintus.,Sondas Drenim,Region Quests,Eastmarch Quests,Darkwater Crossing,Darkwater Crossing,
Extracting an Argonian,Rescue Derkeethus.,Derkeethus,Region Quests,Eastmarch Quests,Darkwater Crossing,Darkwater Crossing,
Kill the Bandit Leader,Do a favor by slaying a bandit leader.,Annekke Crag-Jumper,Region Quests,Eastmarch Quests,Darkwater Crossing,Darkwater Crossing,
Mine Ore,Get paid to mine corundum ore.,Verner Rock-Chucker,Region Quests,Eastmarch Quests,Darkwater Crossing,Darkwater Crossing,
A Few Words with You,Do a favor by talking to someone about a problem.,Iddra,Region Quests,Eastmarch Quests,Kynesgrove,Kynesgrove,
Chop Wood,Get paid to chop firewood.,Ganna Uriel,Region Quests,Eastmarch Quests,Kynesgrove,Kynesgrove,
Dravynea's Frost Salts,Find some frost salts for Dravynea the Stoneweaver.,Dravynea the Stoneweaver,Region Quests,Eastmarch Quests,Kynesgrove,Kynesgrove,
Dungeon Delving,Recover Roggi's Ancestral Shield.,Roggi Knot-Beard,Region Quests,Eastmarch Quests,Kynesgrove,Kynesgrove,
Mine Ore,Get paid to mine malachite ore.,Kjeld,Region Quests,Eastmarch Quests,Kynesgrove,Kynesgrove,
Chop Wood,Get paid to chop firewood.,Gilfre,Region Quests,Eastmarch Quests,Mixwater Mill,Mixwater Mill,
Fight! Fight!,Prove your strength by wagering on a fist fight with another.,Chief Mauhulakh,Region Quests,Eastmarch Quests,Narzulbur,Narzulbur,
Mine Ore,Get paid to mine ebony ore.,Dushnamub,Region Quests,Eastmarch Quests,Narzulbur,Narzulbur,
Gather Wheat,Get paid to gather wheat crops for Brandy-Mug Farm.,Bolfrida Brandy-Mug,Region Quests,Eastmarch Quests,Outside of Windhelm,Outside of Windhelm,
Gather Wheat,Get paid to gather wheat crops for Hollyfrost Farm.,Tulvur,Region Quests,Eastmarch Quests,Outside of Windhelm,Outside of Windhelm,
Develop Land Outside the City,Purchase land to build Lakeview Manor.,,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Alchemy Tutorial,Learn the basics of potion making.,Zaria,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Blacksmithing Tutorial,Learn the basics of smithing.,Lod,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Dark Ancestor,"Destroy Dengeir's risen ancestor, the vampire Vighar.","Dengeir
of Stuhn",Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Delivery,Deliver Berit's Ashes to Runil.,Thadgeir,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Dungeon Delving,Recover Runil's Journal.,Runil,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Gather Wheat,"Get paid to gather cabbage, gourd, potato crops for Corpselight Farm.",Mathies,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Kill the Bandit Leader,"Slay a bandit leader for Siddgeir, the Jarl of Falkreath.",Siddgeir,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Rare Gifts,Bring one Black-Briar Mead to Siddgeir.,Siddgeir,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Some Light Theft,Do a favor by stealing an item.,"Dengeir
of Stuhn",Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Thane of Falkreath,Gain the title Thane by assisting the people of Falkreath Hold.,,Region Quests,Falkreath Hold Quests,Falkreath,Falkreath,
Chop Wood,Get paid to chop firewood for Half-Moon Mill.,Hert,Region Quests,Falkreath Hold Quests,Outside of Falkreath,Outside of Falkreath,
Develop Land Outside the City,Purchase land to build Windstad Manor.,,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Laid to Rest,Investigate a house fire.,Jonna,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Rising at Dawn,Track down Falion to rid yourself of vampirism.,Innkeepers,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Chop Wood,Get paid to chop firewood.,Hroggar,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Chop Wood,Get paid to chop firewood.,Jorgen,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Delivery,Deliver Idgrod's Note to Danica.,Idgrod the Younger,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Falion's Secret,Investigate Falion's curious activities.,Falion,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Fight! Fight!,Prove your strength by wagering on a fist fight with another.,Benor,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
For the Good of Morthal,Deliver Gorm's letter to Captain Aldis in Solitude.,Gorm,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Rare Gifts,Bring one Song of the Alchemists to Lami.,Lami,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Thane of Hjaalmarch,Gain the title of Thane of Hjaalmarch.,Idgrod Ravencrone,Region Quests,Hjaalmarch Quests,Morthal,Morthal,
Mine Ore,Get paid to mine iron ore.,Gestur Rockbreaker,Region Quests,Hjaalmarch Quests,Stonehills,Stonehills,
Payment Delivery,Update Thane Bryling about a late shipment from Rockwallow Mine.,Pactur,Region Quests,Hjaalmarch Quests,Stonehills,Stonehills,
House in the City,Purchase Proudspire Manor.,,Region Quests,Haafingar Quests,Solitude,Solitude,
The Man Who Cried Wolf,Investigate reports of strange happenings in Wolfskull Cave.,Falk Firebeard,Region Quests,Haafingar Quests,Solitude,Solitude,
The Wolf Queen Awakened,"Potema must be stopped.
Level Required:  10",Courier,Region Quests,Haafingar Quests,Solitude,Solitude,
Lights Out!,Help run a cargo ship aground.,Jaree-Ra,Region Quests,Haafingar Quests,Solitude,Solitude,
A Few Words with You,Do a favor by talking to someone about a problem.,Octieve San,Region Quests,Haafingar Quests,Solitude,Solitude,
Delivery,Deliver the Stros M'Kai Rum to Falk Firebeard,Sorex Vinius,Region Quests,Haafingar Quests,Solitude,Solitude,
Dungeon Delving,Recover Noster's Helmet from a cave.,"Noster
Eagle-Eye",Region Quests,Haafingar Quests,Solitude,Solitude,
Elisif's Tribute,Take Torygg's war horn to the Shrine of Talos.,Elisif the Fair,Region Quests,Haafingar Quests,Solitude,Solitude,
Fit for a Jarl,Model some clothes.,Taarie,Region Quests,Haafingar Quests,Solitude,Solitude,
Get Outfitted,Get a free set of Imperial armor.,Beirand,Region Quests,Haafingar Quests,Solitude,Solitude,
Kill the Bandit Leader,Do a favor by slaying a bandit leader.,Ahtar,Region Quests,Haafingar Quests,Solitude,Solitude,
Kill the Vampire,Do menial work for Sybille Stentor by assaulting a vampire lair.,Sybille Stentor,Region Quests,Haafingar Quests,Solitude,Solitude,
No News is Good News,Discover the fate of Angeline Morrard's daughter.,Angeline Morrard,Region Quests,Haafingar Quests,Solitude,Solitude,
Quest all Beggars Have,Take pity on a beggar.,Dervenin,Region Quests,Haafingar Quests,Solitude,Solitude,
Quest all Beggars Have,Take pity on a beggar.,"Noster
Eagle-Eye",Region Quests,Haafingar Quests,Solitude,Solitude,
Quest all Beggars Have,Take pity on a beggar.,Svari,Region Quests,Haafingar Quests,Solitude,Solitude,
Rare Gifts,Bring book The Mirror to Aldis.,Captain Aldis,Region Quests,Haafingar Quests,Solitude,Solitude,
Return to Grace,Convince a mourning mother to go to the local temple.,Svari,Region Quests,Haafingar Quests,Solitude,Solitude,
The Spiced Wine,Convince Vittoria Vici to hand over some spices.,Evette San,Region Quests,Haafingar Quests,Solitude,Solitude,
Thane of Haafingar,Gain the title of Thane of Haafingar.,Elisif the Fair,Region Quests,Haafingar Quests,Solitude,Solitude,
Chop Wood,Get paid to chop firewood.,Horgeir,Region Quests,Haafingar Quests,Dragon Bridge,Dragon Bridge,
Dragon's Breath Mead,Retrieve the Dragon's Breath Mead and give it to either Olda or Horgeir.,Olda or Horgeir,Region Quests,Haafingar Quests,Dragon Bridge,Dragon Bridge,
Gather Wheat,"Get paid to gather cabbage, gourd, potato crops.",Azzada Lylvieve,Region Quests,Haafingar Quests,Dragon Bridge,Dragon Bridge,
Chop Wood,Get paid to chop firewood for Solitude Sawmill.,Hjorunn,Region Quests,Haafingar Quests,Outside of Solitude,Outside of Solitude,
Gather Wheat,"Get paid to gather leek, potato, wheat crops for Katla's Farm.",Katla,Region Quests,Haafingar Quests,Outside of Solitude,Outside of Solitude,
Quest all Beggars Have,Take pity on a beggar.,Gissur,Region Quests,Haafingar Quests,Outside of Solitude,Outside of Solitude,
Quest all Drunks Have,Make a drunk dance for joy.,Razelan,Region Quests,Haafingar Quests,Outside of Solitude,Outside of Solitude,
House in the City,Purchase Vlindrel Hall.,,Region Quests,The Reach Quests,Markarth,Markarth,
No One Escapes Cidhna Mine,Escape from Cidhna Mine!,,Region Quests,The Reach Quests,Markarth,Markarth,
The Forsworn Conspiracy,Investigate a murder in Markarth.,Eltrys,Region Quests,The Reach Quests,Markarth,Markarth,
The Lost Expedition,Recover the journals from the expedition in Nchuand-Zel.,Alethius,Region Quests,The Reach Quests,Markarth,Markarth,
A Few Words with You,Do a favor by talking to someone about a problem.,Omluag,Region Quests,The Reach Quests,Markarth,Markarth,
Bothela's Discreet Delivery,Deliver the Stallion's Potion to Raerek.,Bothela,Region Quests,The Reach Quests,Markarth,Markarth,
Buy Dwarven artifact,Bring Dwarven artifact to Calcelmo in Markarth.,Calcelmo,Region Quests,The Reach Quests,Markarth,Markarth,
Coated in Blood,Bring a Daedra heart to Moth gro-Bagol.,"Moth
gro-Bagol",Region Quests,The Reach Quests,Markarth,Markarth,
Delivery,Deliver Spiced Beef to Voada.,Banning,Region Quests,The Reach Quests,Markarth,Markarth,
Delivery to Calcelmo,Deliver a ring to Calcelmo.,Kerah,Region Quests,The Reach Quests,Markarth,Markarth,
Dungeon Delving,Recover Hrolfdir's Shield for Igmund.,Igmund,Region Quests,The Reach Quests,Markarth,Markarth,
Fight! Fight!,Prove your strength by wagering on a fist fight with another.,Cosnach,Region Quests,The Reach Quests,Markarth,Markarth,
Kill the Forsworn Leader,Do a favor for Jarl Igmund by killing a Forsworn leader.,Igmund,Region Quests,The Reach Quests,Markarth,Markarth,
Lisbet's Missing Shipment,Retrieve a missing Dibella Statue for a struggling store.,Lisbet,Region Quests,The Reach Quests,Markarth,Markarth,
"Nimhe, the Poisoned One",Kill the giant frostbite spider blocking access to Nchuand-Zel.,Calcelmo,Region Quests,The Reach Quests,Markarth,Markarth,
Quest all Beggars Have,Take pity on a beggar.,Degaine,Region Quests,The Reach Quests,Markarth,Markarth,
Quest all Drunks Have,Make a drunk dance for joy.,Cosnach,Region Quests,The Reach Quests,Markarth,Markarth,
Quest all Drunks Have,Make a drunk dance for joy.,Degaine,Region Quests,The Reach Quests,Markarth,Markarth,
Read Eltrys' Note,See what Eltrys wants.,Eltrys,Region Quests,The Reach Quests,Markarth,Markarth,
Search and Seizure,Find evidence of a Talos worshipper for the Thalmor.,Ondolemar,Region Quests,The Reach Quests,Markarth,Markarth,
Skilled Apprenticeship,Bring The Last Scabbard of Akrash to Ghorza.,"Ghorza
gra-Bagol",Region Quests,The Reach Quests,Markarth,Markarth,
Speak to Degaine,Steal the statue in the Temple of Dibella.,Degaine,Region Quests,The Reach Quests,Markarth,Markarth,
Thane of the Reach,Gain the title of Thane of the Reach.,,Region Quests,The Reach Quests,Markarth,Markarth,
Sanuarach Mine,End the dispute over Sanuarach Mine.,"Ainethach
or Atar",Region Quests,The Reach Quests,Karthwasten,Karthwasten,
Fight! Fight!,Prove your strength by wagering on a fist fight with another.,Chief Burguk,Region Quests,The Reach Quests,Dushnikh Yal,Dushnikh Yal,
Gharol's Message,Deliver Gharol's sword to Lash.,Gharol,Region Quests,The Reach Quests,Dushnikh Yal,Dushnikh Yal,
Mine Ore,Get paid to mine orichalcum ore.,Gharol,Region Quests,The Reach Quests,Dushnikh Yal,Dushnikh Yal,
Fight! Fight!,Prove your strength by wagering on a fist fight with another.,Chief Larak,Region Quests,The Reach Quests,Mor Khazgur,Mor Khazgur,
Mine Ore,Get paid to mine orichalcum ore.,Shuftharz,Region Quests,The Reach Quests,Mor Khazgur,Mor Khazgur,
The Ghost of Old Hroldan,Put an ancient ghost to rest.,Eydis,Region Quests,The Reach Quests,Old Hroldan Inn,Old Hroldan Inn,
Gather Wheat,Get paid to gather potato crops for Salvius Farmhouse.,Vigdis Salvius,Region Quests,The Reach Quests,Outside of Markarth,Outside of Markarth,
Kolskeggr Mine,Clear the Forsworn from Kolskeggr Mine.,Pavo Attius,Region Quests,The Reach Quests,Outside of Markarth,Outside of Markarth,
Mine Ore,Get paid to mine gold ore.,Pavo Attius,Region Quests,The Reach Quests,Outside of Markarth,Outside of Markarth,
Mine Ore,Get paid to mine iron ore near Left Hand Mine.,"Skaggi
Scar-Face",Region Quests,The Reach Quests,Outside of Markarth,Outside of Markarth,
Rogatus's Letter,Deliver a letter to a farmer's son.,Rogatus Salvius,Region Quests,The Reach Quests,Outside of Markarth,Outside of Markarth,
Mine Ore,Get paid to mine moonstone ore.,Perth,Region Quests,The Reach Quests,Soljund's Sinkhole,Soljund's Sinkhole,
House in the City,Purchase Honeyside.,,Region Quests,The Rift Quests,Riften,Riften,
Bloody Nose,Defeat Hofgrir Horse-Crusher in a brawl.,Hofgrir Horse-Crusher,Region Quests,The Rift Quests,Riften,Riften,
Bring It!,Deliver Harrald's sword. Pick up Harrald's Sword from Balimund.,Harrald,Region Quests,The Rift Quests,Riften,Riften,
Caught Red Handed,Gather three marks of Dibella.,Svana Far-Shield,Region Quests,The Rift Quests,Riften,Riften,
Distant Memories,Help Brand-Shei uncover his past.,Brand-Shei,Region Quests,The Rift Quests,Riften,Riften,
Few and Far Between,"Restock Elgrim's with 20 nirnroot, nightshade, & deathbell.",Ingun Black-Briar,Region Quests,The Rift Quests,Riften,Riften,
Grimsever's Return,"Recover Mjoll's beloved sword, Grimsever, from Mzinchaleft.",Mjoll the Lioness,Region Quests,The Rift Quests,Riften,Riften,
Helping Hand,Help Wujeeta cure her skooma addiction.,Wujeeta,Region Quests,The Rift Quests,Riften,Riften,
Hunt and Gather,"Retrieve Wylandriah's spoon, ingot, and soul gem.",Wylandriah,Region Quests,The Rift Quests,Riften,Riften,
Ice Cold,Find five ice wraith teeth for Marise Aravel.,Marise Aravel,Region Quests,The Rift Quests,Riften,Riften,
Pilgrimage,Help Alessandra make peace with her dead father.,Alessandra,Region Quests,The Rift Quests,Riften,Riften,
Quest all Beggars Have,Take pity on a beggar.,Edda,Region Quests,The Rift Quests,Riften,Riften,
Quest all Beggars Have,Take pity on a beggar.,Snilf,Region Quests,The Rift Quests,Riften,Riften,
Ringmaker,"Supply 2 flawless sapphires, gold ore, and a mammoth tusk.",Madesi,Region Quests,The Rift Quests,Riften,Riften,
